100000,10000
305711,551151
435829,599488
117952,23954
439107,783653
152315,730662
358083,675598
359783,675531
304137,12197
122579,681738
86293,535255
448242,58503
374564,398551
211543,535640
212038,728209
310744,673552
170584,199452
314764,158066
80186,445879
17089,524309
425446,363218
150055,419339
370775,383192
220760,694361
363345,651610
255653,227558
82457,746478
400137,103439
432020,382842
329843,752119
332752,622373
430835,131681
7877,211989
346110,624717
395087,26206
73135,415828
395712,13278
441170,312925
417891,599435
370648,506843
31921,17698
230131,16251
394013,365563
49811,536897
199827,265459
221607,49559
122144,597336
183561,565571
84665,477373
381567,263777
303648,225112
312010,224411
385175,410995
125603,18892
227838,633854
273867,705639
437106,657498
410807,700020
320290,327462
370816,3643
190372,516252
351285,41380
71557,84421
151078,658351
134632,120455
61713,573199
96591,549410
45444,315533
247401,731224
46522,255669
113183,434935
86904,434347
20737,588243
159719,11321
192425,615512
354361,381589
80163,134072
274278,676321
453751,332839
47883,51040
237998,440722
86107,349328
325504,588805
182883,698783
271925,676884
412556,581915
27257,297670
409514,657175
12372,645872
397636,205543
373510,593439
345135,264244
62079,34429
210932,170888
234627,477354
259020,733940
138084,299007
271540,638691
266062,607963
9359,247523
378516,714022
175331,522722
416698,294364
146199,678372
101261,662166
299381,413577
341845,27807
270896,670574
108101,323449
211113,278617
312768,146690
220255,261253
302277,23263
93790,306333
237824,736104
186225,426456
233138,698869
324900,21424
124834,284638
90928,488788
81757,778680
84355,305634
99938,136857
441898,244780
328653,502661
217456,720608
24777,204393
387455,384388
13824,211031
259978,604650
395634,16250
406059,631810
340922,300370
298367,694960
251579,95024
323714,19995
268665,494620
450110,299128
336803,152022
96990,571890
260219,153207
108483,614254
383570,141076
14254,545771
314083,771483
37073,723952
248370,221667
234907,466949
416526,439734
293929,773834
64570,108453
80577,186273
449572,385520
416522,175603
36950,194915
375851,370737
340840,149860
223243,74814
244482,60789
360755,31243
341072,366840
79904,579917
332982,543479
427136,707597
351014,411374
368915,359317
374314,240016
374131,148862
378040,742211
100796,558381
354792,470616
245325,567589
243998,747861
341272,675541
352893,288523
164610,207100
8286,289583
371938,246797
104299,672928
130317,209607
259952,265419
411944,321198
13640,614474
438879,317361
3912,742999
181658,424287
21752,114214
254132,484000
321859,597086
7997,371136
446222,515958
434016,119605
408836,592789
237507,85643
70381,715036
316412,552266
240214,306455
331213,120845
330617,273664
91757,557581
103243,722576
173584,440860
412824,469525
92309,524108
361582,251985
114713,406830
370128,548695
148412,463195
1913,431197
445302,680535
13429,602109
124349,468992
276051,165416
297633,45979
403304,267819
115616,258914
146660,489389
300539,726682
60155,640912
120953,586371
169286,598560
262613,673315
43295,709857
74253,664181
116551,719319
165560,224355
169112,276931
410191,343462
104489,238001
248082,670135
146984,15974
421302,170618
344271,447175
277259,662418
381094,557708
79983,271366
183645,672993
225273,109604
251009,49113
239478,528901
11052,70936
385240,58706
15741,212793
319512,122619
94275,221281
306130,444083
267247,592609
122627,287386
35050,134158
394956,413708
317414,632190
143651,41763
333526,674584
373758,65096
178877,76919
151237,776585
133847,261735
215595,632139
30752,254865
351243,358243
210536,271200
71892,361344
33930,51950
46774,517387
290795,149179
325029,671320
147069,763787
361071,74494
359912,82780
74498,627537
63003,148153
348115,392470
427225,507478
174743,129206
279726,553985
291988,584429
84917,503937
38429,168072
343619,595223
338467,469871
82727,479056
322953,538982
133193,442070
176425,577483
221059,343487
134958,86252
41690,59299
219058,158156
211820,670698
75523,568780
247583,437176
113417,92418
388490,567307
126491,484552
82119,413633
136253,206995
43349,512926
207650,49299
173986,480711
201816,39306
71713,263661
194792,617849
201471,522268
383012,133923
378624,111281
309538,629682
204997,713859
263038,544073
63413,760426
120062,536191
441424,488886
423358,640069
295048,130237
