530464,1165315,326248
1746955,379,371398
649273,1342750,326883
3592449,929659,48190
700583,6959191,373569
2152751,2747136,469470
4347059,349126,536986
2905199,1525981,724459
4496987,3559505,14329
617758,1017784,85426
689832,3050467,731013
1270175,206603,342099
1712865,725607,696431
3977873,104003,121031
868702,2434670,177036
2696447,6756248,58818
3436363,6812321,402403
967551,7010759,259332
2815105,5669885,289221
4429996,2335421,232385
2812101,3903245,749141
749194,3281149,594228
1712061,2024306,571180
7308,4806839,134100
1710466,6840312,301725
2836218,5493314,247164
3952303,4626705,612539
1602951,3276240,147150
135736,4767517,495699
4017192,1961065,337824
684821,4341507,210488
2860289,128525,425000
1049279,2948582,434603
884435,5859853,39372
4383180,1906810,560677
1303213,1493440,297979
4476866,862082,75390
911147,1332004,597334
335772,1456919,232471
2636887,1872497,754954
3088685,488069,294260
3663680,3365252,227003
1133611,1063854,133971
3037913,5929908,728775
3959463,280151,724582
1887967,7726199,424595
1362313,7577390,689063
4522139,3301187,180185
985226,751967,779352
2820460,7819252,56095
913702,3863222,478931
3313784,684297,483529
2529138,2432808,541763
3280604,3940185,671729
3080344,3312918,158744
2047745,1050459,521291
3917801,2535360,4885
1917778,7772455,172379
4195223,1520788,421109
138372,7229938,732892
3466175,3758215,765761
3216234,6832437,385101
3667757,5289049,507819
1501404,3153026,169424
3241125,2319550,456692
3343535,6736562,120891
595754,5081083,201400
2511879,1503629,726510
4350114,7629138,327228
2590249,7665352,551444
194466,4116491,315296
2687518,6573162,278185
2458725,2737001,44963
2766648,4782567,473558
1488084,3774693,272868
4371705,154611,48356
652978,6241529,516920
1938508,2393720,65120
4443303,6474952,502325
3856885,4358817,663740
3144041,200958,302999
2572414,2233596,375206
3275555,3128113,700743
1048589,2243133,49161
4455313,4342696,81282
3599892,3101076,615075
1647260,2240117,779758
1666165,6115512,456394
4093242,2388950,381190
2636739,5459031,30679
2712043,954347,427199
2464117,4923193,597165
1459648,4286634,741411
675421,3250001,161113
4333484,4899395,638113
2182942,1424295,545047
820203,984066,561132
1322971,2192553,638396
800348,942808,172030
1692463,34473,233081
2344129,664236,288142
3423864,3045750,404468
3461697,4884648,379910
596508,1689465,269366
2842657,3886078,219995
3568155,6999300,492495
3243722,4422369,632221
2079275,5733476,614642
2620042,4609212,419960
3472423,6599088,682865
1183369,4977036,137068
1103900,3290215,643317
1443810,6411562,25460
1019981,5630300,648502
275177,4767978,269569
1683615,5164216,154615
2414142,4941261,567563
2229290,617111,411482
3918979,699900,509038
512184,3026886,121353
3559614,1322172,539195
688985,1276782,231864
379158,6681226,541289
2668938,302653,212548
39592,2723914,749016
600543,7240081,675157
45707,5130890,79383
2408561,455149,505490
1107207,3808874,78929
827978,2553636,602404
2642351,4630868,690820
4011930,5966723,109095
2127368,7660847,78478
1665327,1264018,299516
4541207,2211549,611417
