1793923,1242138,393260
659246,32444,128640
1124099,829683,328436
3917599,153171,235377
4307721,791186,122508
1437066,1092729,151
1175067,1231456,33567
2590119,1076004,34440
3281981,353663,29901
4700805,1185260,204312
3340520,909699,295894
4053028,444050,273663
4572928,1169042,37322
3130827,772364,425914
2406690,194791,167967
3265790,535394,92854
1490000,1072967,20579
3569086,891693,60341
4090045,1216208,449606
2529409,993345,92366
1894609,178448,74302
2712944,792877,307742
112931,497883,379356
1652088,1212581,439902
4538536,737714,396395
897200,755632,209780
2663961,1123332,384907
2940775,644080,220157
2046755,21427,42115
4295794,437489,76328
284446,1128842,383186
3626013,73115,214326
3691005,167246,372699
2775109,4966,332473
4350860,1217933,111749
4025085,39965,357802
963906,730062,198050
3659867,373215,163045
3681621,226091,420442
1933735,1216183,329550
3534238,932605,148203
623559,738944,285233
4428050,150879,135850
3430443,852152,431225
2020435,695406,99030
4715694,700102,174521
3622293,725970,188205
346610,948822,391363
2456032,1026238,67350
802795,687871,187790
449129,78587,248542
3209146,103513,163488
429952,1100493,323438
4022230,661822,371127
4161087,114981,12531
721936,839635,325799
2154660,309407,391229
3022360,728988,113396
2431604,1108283,88520
3118271,618280,449875
550195,828776,346264
2797704,220761,195713
1831771,733167,259542
1993821,397085,201376
4167547,1243932,57367
772846,1205300,332275
324695,92810,396243
237728,1053969,327375
448967,1172096,235678
2456890,831143,29431
382545,127014,272213
824440,671280,32853
4516791,866518,360392
4238027,1055789,86155
2851548,1149617,225320
450841,718358,56529
3978016,684263,157839
1662378,22014,438888
152022,1064284,191110
1809684,804161,231368
1802194,472608,269484
2673988,84402,29671
4503062,911974,394572
1168611,449443,68445
2775930,944117,72728
1884755,385508,59563
3682248,542871,364976
2941184,16371,61805
158856,37990,425554
1223887,189166,53796
3914191,1056923,411348
3637173,515925,414777
4035723,690441,364024
2466820,733299,80249
4233639,808000,397727
1479004,413177,425992
4377517,97469,152540
4641774,148772,364902
269745,391636,33337
1114851,794643,448540
4158313,885743,311998
2511634,478917,285140
1359411,627412,8140
3849886,776829,337564
618411,294084,399050
4204028,1103017,39396
3867565,936592,297454
2648919,886969,107858
3432897,419936,408109
2807274,291971,9028
2111824,185150,398266
2975386,616284,295093
4290172,263337,80385
741539,1106022,211042
2552938,140892,133375
2940204,1096799,260477
2311949,1165420,175930
3455865,983947,145845
4130630,114779,110003
4324365,569927,25032
2062032,1041831,208082
1588216,228410,98768
2030102,1176581,257735
2897881,1213513,39307
1584867,1099608,263161
4005638,1238241,84314
1858769,978747,266109
4323796,440301,105668
1152473,699919,384287
2717244,861188,262935
389520,849814,66549
429805,919220,106532
346775,440386,359459
3081220,872263,215549
1608292,662893,175018
400950,516647,398327
221337,8527,329660
3436308,372559,123411
4221285,618281,71594
2960057,623254,201605
4216179,670169,292881
2822998,827198,186140
609265,1188637,445293
3438729,239369,335280
1442643,1043851,52161
779640,928637,365596
2102180,1202275,175324
4152468,949786,248299
1695605,554239,323982
3185648,269896,429125
991809,344319,30549
808468,128641,407734
3708228,1088114,130569
3656656,891121,170012
1130608,501047,49494
1312104,496920,292672
2619227,817663,285443
4558751,947163,304496
4394900,1036343,391204
4508102,1120261,202747
4257033,1073559,437420
1854063,277553,106351
4688211,648779,145156
2975564,411509,136261
4230513,1244587,216705
1187658,725144,218832
1127649,849429,128935
4507563,219102,249307
1985420,438335,78671
204004,493085,382551
2674561,613669,295817
742183,871345,170066
2179364,480424,114961
2652515,1118705,422783
779077,1124714,214116
3127430,1236191,6039
547705,381031,272976
2069160,254264,278548
3635644,516085,49552
3421601,1038478,318574
1203484,992544,308929
2677572,694465,5394
593946,529529,144219
2949856,999797,368015
3510637,470988,426120
1715401,260146,391275
4563141,47628,321643
2615933,1018776,139806
1344094,161475,117032
4606024,1071498,141947
1356022,1137159,365463
4383879,410548,211147
3000003,146524,15752
1887555,169187,440049
890982,35025,230323
274053,632893,114454
2718622,349813,163670
3291081,574645,236848
2803371,720391,363220
3743080,1176058,10777
1438809,218543,122001
4156490,90791,432584
2509299,982878,48826
3369698,1218195,301357
3213947,951530,272247
727891,1053618,396042
553242,705106,394107
2168864,63483,66733
1928307,554073,412973
1219014,420216,399501
4462433,970936,16184
2920876,891570,22602
885563,305186,122290
1910585,50138,86758
3070642,232587,271691
1079017,694692,289599
4386233,1169361,430743
4404625,382175,24637
1083811,873034,419748
691906,963274,437630
419001,1150412,177400
2274255,35569,337974
2173630,878090,83894
3424753,1106690,219911
3595762,353657,418937
1989837,32843,255725
1668461,788398,333076
4039394,1159081,26569
763831,1052666,280355
2524698,1047643,174970
2253260,36483,258948
2456271,932672,175079
2424162,1154829,43686
1732186,1117990,237021
511027,211459,93640
3948240,578129,141208
3988271,64327,28870
1643136,811158,333825
3466,1221851,22684
782663,774786,87673
1905246,1079001,280133
2561438,694566,151346
1291791,1146593,275535
825510,1231192,82041
3017643,732053,396888
2511442,129540,41980
1952577,1079973,9064
2751298,358151,363842
1039474,323196,138782
4598620,862943,268697
4366670,508214,411193
3040475,540531,207773
3416164,1127859,392335
338141,814871,58034
914610,736339,114497
876718,284441,1705
483933,1136441,424652
3743346,580805,194447
216800,252249,161344
435945,180525,6786
1483600,429688,265052
2708936,903797,395303
2230397,905849,184115
3021530,91934,426097
2573467,1212929,21750
3731777,1084918,111580
2502488,1128879,24525
23842,903533,366583
3529404,23723,283144
1494254,346586,34109
990885,630596,263951
4455595,940117,220355
2272088,421543,201898
2555462,622698,148553
1384084,466411,78153
3629958,1029726,428702
3806018,654806,269202
4558438,725248,273030
1966180,239185,345266
316086,838842,87504
841211,473899,58104
1363537,398262,244704
3394595,74518,445050
1073389,834335,322277
2193800,78196,220684
475157,780258,448011
3168685,454442,56626
3654885,364324,190538
3629456,1142611,81890
386030,747692,61934
1641591,795345,119317
304805,343407,52423
3929477,418054,73033
3655366,128393,295956
1087884,253468,149972
134490,1167437,179854
4530762,1242808,32918
578486,919945,383708
1697352,1147349,276634
4715195,59202,30669
1823171,506377,250278
1120394,128110,209201
1337,1155356,316899
429531,1064000,35245
1261955,818411,352568
3411794,592293,368864
657284,89031,49808
2284561,692177,214001
4505950,583171,417607
4661912,856658,294460
1724035,575421,285214
880965,199146,90889
3707044,455634,64407
2204849,1126428,447421
3867297,1093402,62369
952210,200049,25715
2798030,136551,289573
2515697,661034,387212
1878655,454446,377903
3855517,356549,176681
4288012,383516,392510
2944630,483455,77087
1353518,581803,438126
2026358,97098,374989
3055394,568522,67854
1032307,973449,428657
2299479,476379,18315
3697276,1030987,335153
1143193,543584,160808
4091054,520358,149884
10738,1126131,185516
647019,1138582,184642
799342,462206,390560
3184192,1144667,173203
1838412,1021753,12605
2632265,192225,198703
117508,397117,243547
313095,425452,49898
1323124,102185,55515
468528,1145203,316571
1874029,86891,346445
2893778,715107,385300
1485361,392361,407492
437681,616698,331498
479214,941309,221614
3249437,985832,102278
3285066,205946,360757
1530346,732713,448092
1682753,773357,322440
4263444,590639,312365
1117392,960143,262352
3806250,848932,121927
2790898,337893,201963
376860,98816,137116
2393498,163795,35809
1805143,248710,409623
137520,4829,42691
47042,594207,167598
1074790,2845,231728
3284226,550851,393520
1846644,162074,238991
2586345,938217,398497
1815385,962021,57553
3670628,134481,186839
725082,1059639,308289
4285508,365437,346290
42506,402731,386092
4542476,956739,93312
174305,274964,45842
1862053,831963,445744
3821735,262655,421760
1188768,1029596,193732
2942330,135438,342923
2075937,26704,17099
723250,65983,83206
1572050,168309,145332
458396,884779,311255
1574472,982171,213689
30105,569047,40497
1846506,297495,340936
1425692,1045782,168185
2555587,352045,278172
2734252,520103,327465
1420086,938776,180696
1392640,829782,421602
4253834,14609,168219
2609859,888456,323255
4691675,1010437,297760
3534790,516346,24664
2411411,667218,321331
3147826,186122,33524
3520754,1018430,309805
3707750,295051,156256
465579,209886,82639
3551862,155605,326541
3401856,678215,325364
