500,50
24533,35955
32115,7684
39148,50360
10749,24910
33576,50704
33632,26628
10601,95141
25969,9395
44894,49834
30712,41262
20123,37710
9879,3052
33088,86539
4111,96996
1191,34766
16863,13549
41786,33237
4035,44698
1035,70097
33795,23841
19835,20814
44462,66780
37580,12948
10574,24918
14618,33702
41622,3342
17613,13833
26903,11476
15007,17206
13054,51292
29472,83929
44338,53937
18682,57120
8148,75480
20225,82276
26817,59447
43894,25862
8763,98593
25820,2966
4998,34787
39508,81237
40492,55225
26909,69650
6777,70374
16320,47529
19259,40028
956,234
5586,32530
20271,54505
30627,49884
