25128,62544,1280
34044,17081,1191
30432,30646,1391
2627,34535,611
3563,77356,1472
16022,4050,642
33516,77941,660
41706,18574,1501
39697,78088,1315
34843,37894,751
9057,57819,652
18603,56967,921
22143,18492,1311
25229,79896,628
2048,75979,930
29032,72154,1046
12407,41659,1365
40437,90883,1065
2639,98191,1057
25064,43431,1127
9531,70864,1415
14644,8735,599
22580,64415,800
6592,9327,1163
5847,60400,1442
11873,8315,1084
19118,38334,1098
24490,86928,1497
42872,92998,1479
40952,30543,1437
33841,44626,1421
21407,64961,1031
20220,79926,1358
37155,83870,977
21918,98100,1287
28547,58275,757
23370,90192,1066
42644,51295,692
27856,47990,1482
39943,75890,690
19123,66359,1366
20111,28857,1058
39209,88194,550
12547,83160,615
37383,34902,1356
31284,82139,666
10187,51881,805
7795,466,599
7616,40059,521
8613,42437,1307
13593,28382,955
32549,8376,1032
36327,80824,1415
3077,70408,1142
35658,84619,641
21400,39381,1304
15389,44199,1319
37412,52502,1294
14227,77124,1123
23248,19399,1291
1251,9609,1470
27670,4899,976
10524,23646,1028
34553,18716,523
33228,55891,654
21392,49350,984
15283,3453,1270
3532,66098,983
11252,50109,1278
34598,18408,1393
20095,17836,1012
32079,34389,1411
21722,61962,1024
26035,17461,661
36158,83437,715
21127,93295,1206
34291,89729,819
37593,55768,959
5636,52551,895
26984,181,1273
42755,27295,605
45452,25427,1268
7136,43216,924
4850,8905,523
13338,87517,744
14830,44252,1028
39889,21865,1037
24697,27606,1275
39152,77997,849
37433,77402,706
42915,16655,1256
45199,58822,1208
45263,96082,779
33023,28551,989
9593,4264,1014
29212,68460,1102
35660,52361,1139
10842,93343,551
38197,37628,971
31055,11664,1275
27766,89219,707
1390,14206,871
18469,1416,757
40154,52506,1469
17519,65022,699
36057,66161,1106
1270,81863,1452
3336,63594,988
22462,65658,989
27421,69240,1276
5867,44153,1432
14484,33111,770
26740,12794,606
32577,78832,936
9619,90923,721
43959,52389,507
37471,54978,1469
37868,97537,1341
28055,61309,728
296,42538,807
18917,69781,604
17642,90895,1007
27388,33017,538
27313,20512,1064
13444,715,1196
2579,45229,1196
26511,79886,1249
37797,40775,1166
17950,80412,735
11446,32601,618
14518,59488,1250
11633,28591,536
19071,35730,1112
8187,36683,737
1821,1825,542
43728,81544,685
34597,95720,1211
21277,32948,774
6658,30033,767
27932,10001,841
27112,72898,1189
4990,81716,1195
33706,61747,945
21855,64391,528
39977,39633,535
17721,22050,676
34567,42372,1205
19823,69627,830
26416,30821,562
39444,73156,907
43851,65931,840
29201,88765,811
43843,6964,1458
19120,16505,1124
19239,95749,1102
17612,45921,1029
6007,79564,724
3899,42177,1487
7781,55983,650
36673,12772,983
27134,40328,1078
33221,17165,738
29555,23630,1248
23452,2142,893
28889,69901,1107
13635,8993,1463
30415,1917,1269
8988,50126,1116
14864,24638,1015
44169,67924,1061
39534,34543,521
32471,50916,1368
23921,45735,1420
34471,77140,910
43855,62492,1060
42779,59902,649
23225,37630,520
26038,45129,1032
15726,12066,579
45411,93052,981
11847,9719,1048
35970,17139,899
10887,72455,1423
33128,21060,1015
24395,11300,1176
8494,80776,1028
8753,29352,615
29058,25098,1404
21086,55417,1409
12144,20700,845
44054,92092,790
15192,30470,1136
13335,24046,1426
20776,71883,792
27297,86862,968
13661,64498,819
26896,83925,621
18165,76317,533
11382,8048,791
31782,33792,1201
16557,80053,739
32381,83467,1405
6016,2702,988
3093,2358,1185
20371,1570,562
32277,33262,1384
3996,72019,548
21514,40020,693
12063,29626,1086
30505,16842,1366
4105,84551,1254
44810,67735,1269
33727,32162,659
18460,50693,544
43249,52020,1357
30063,24222,832
23297,26610,1462
19552,60414,635
6059,12877,891
41008,6922,519
20620,84182,667
36041,22288,827
31504,64385,1120
9170,21005,1300
17769,32166,503
7617,17772,942
18853,98022,1325
3789,54485,1106
33619,80662,1331
25214,46159,1086
2245,78453,595
42903,55061,1403
19628,23635,1004
10026,44395,1005
26083,9188,1383
10873,59469,1020
7157,36256,1344
6072,44122,930
26541,89661,1419
44483,52037,1243
2758,11654,655
31498,90433,1238
21364,64329,774
36388,65080,1403
32418,97509,703
36232,51632,1247
14650,71261,578
32229,26613,935
33479,27177,747
27386,60139,635
11686,60306,1311
32460,81890,1333
5634,8479,1146
29374,71195,1184
5832,67013,739
5666,22287,832
5350,45617,1220
817,78953,902
40752,60976,974
32852,27586,1485
24057,85191,1208
27357,21475,1417
6041,367,672
1375,75150,1158
43792,40259,822
5682,24234,1237
29011,66719,673
12560,3090,1396
15616,66602,1368
9819,21859,618
32737,35914,671
12891,42691,958
25687,52089,1218
28754,34359,804
17558,55161,620
1629,53450,1400
17700,83133,1185
20393,2023,559
41051,95592,1400
6505,38439,1169
19662,59907,1024
37264,32128,582
24781,90106,886
16330,49329,1356
22376,10111,600
4897,66640,813
42581,30602,844
2091,58036,630
23061,61554,1078
40483,19191,1404
33871,60898,1027
7025,92491,1347
35058,35936,665
4291,81187,1047
11755,18195,1113
33395,54529,937
38693,40982,1333
7009,9452,869
23575,53572,942
38356,34573,1437
34910,73755,517
34652,55142,1045
37015,47204,885
21944,65450,718
37477,11933,1359
6413,471,1203
20609,8138,514
18776,20863,1026
572,61973,771
29742,90530,1416
21533,84691,1346
8208,2242,1009
29043,50923,1263
29681,69662,1093
18664,63474,1021
8192,14866,839
41045,25731,920
26859,27654,528
15433,73701,1366
35945,31321,1150
6758,57056,1377
27304,78917,1139
20435,84231,585
4731,58610,1172
36196,57241,1041
34976,8011,1423
31271,8643,841
6743,84473,1187
1934,66955,727
16848,23899,1456
44333,50358,805
11324,92688,1117
41370,4331,1067
3214,48770,697
13504,32819,1089
26528,36732,712
24044,12666,880
18139,52073,998
9815,12313,1110
26758,68625,1206
4717,34324,879
3209,72691,1319
38693,84246,1208
1698,28778,777
25517,22778,627
3406,89303,1155
10830,92261,666
38460,40353,518
21272,25874,1060
12484,58305,1342
10343,5660,860
27013,94254,979
43411,66919,1322
22866,27401,800
19661,1203,1299
17582,30483,866
1634,60888,1128
36964,98241,834
18185,22969,1035
8426,42386,1108
5995,62578,1112
26364,75476,941
23647,94690,1088
32241,3796,1180
23341,50998,1080
37689,12976,695
5068,67401,796
18131,73930,1157
43130,64808,1433
29421,38288,1221
28065,66845,506
36671,4146,846
7172,31419,1121
37764,75979,1294
16390,7400,1056
44025,40211,650
35090,60008,768
35198,67031,1177
21071,75774,1079
13480,34609,1459
44349,21127,1339
7054,23698,1463
9217,58592,620
7797,60809,1232
42877,70955,1118
15518,35503,1195
4566,93664,1410
24066,9727,1431
9012,64813,841
42640,41985,1209
15483,45267,964
13191,12279,1399
31127,91828,915
30265,11101,1467
11580,83609,787
20951,38132,1098
28654,84136,1057
38169,38606,1415
24309,70901,748
19915,63706,996
11363,91014,1402
8891,29617,1136
6912,51578,635
33650,13320,574
3987,73639,515
40080,66812,972
17534,41309,892
28162,96579,1193
3301,56142,1238
33806,88109,845
28175,60996,1479
16585,25079,1286
12488,56960,691
37616,80042,514
19543,36868,934
5553,54222,1403
44516,57138,1269
35352,38426,1421
27068,77664,785
40983,70268,1105
4859,71109,1081
5381,80052,768
5615,66781,913
32277,20393,813
27594,50528,563
14827,68650,1023
2480,31480,766
263,36142,1052
26627,59012,1432
33632,67469,853
10158,35036,779
12269,14991,1092
28143,97627,582
14736,34126,759
18609,12347,593
40352,10345,792
32187,4204,1224
36484,8132,937
37251,94998,960
43011,75697,809
36292,40388,612
39599,85907,1452
5807,28019,569
25978,87585,793
13768,56205,981
29925,30340,594
44905,22810,971
11755,65281,649
2705,46578,819
24926,80586,1121
6765,66169,1083
34501,43961,502
38890,72593,744
37212,86887,701
383,10595,1492
38776,30734,1104
41733,55975,962
817,536,751
14006,82471,634
1611,22778,1480
8820,97305,1037
36886,32814,1087
43634,17315,910
30483,94442,519
23389,2361,1238
19213,7080,800
32281,61361,894
18086,8183,754
31146,92693,1312
18345,37110,1300
20062,82793,958
11182,29744,1141
42233,81524,826
19690,22892,749
30817,8096,1344
28939,44672,1494
24175,71684,820
9799,93169,1315
2316,85297,643
15751,27418,1404
38993,75760,1152
41814,16287,1110
6767,69241,1350
6736,2202,1117
26319,4927,1392
41280,38759,919
43274,79792,1444
31789,16996,984
23018,54641,1312
42407,87800,882
41720,20008,1425
40020,48781,750
24927,16345,1134
8368,76935,676
12459,71483,610
45164,29040,667
